Final Equity,Total Return (%),CAGR (%),Sharpe Ratio,Max Drawdown (%),Volatility (%),Win Rate (%)
3583450.40859213,278.30658882176186,39.8352503047479,1.1584634059537686,-31.504579396102567,31.56366396466935,54.65465465465466
