equity
947234.4692046754
919424.176811936
900144.685883586
907492.2228142074
926635.0479789067
912510.1347313763
902871.384414485
920422.7155359857
900881.5540304368
877030.5427143018
884731.0822547213
866706.2566638034
850384.8851841514
870149.2238133885
837746.6054303735
808834.9576315136
846580.6494112524
838578.2264461144
862384.7044382925
891146.562891425
870961.718367105
854738.3768613709
895679.3951465003
877903.5618899243
890354.0698825401
911702.8691076612
913997.6114985726
935334.4440534546
904393.3189122245
910622.8089968807
902285.0482992032
874959.237327894
837304.4534035723
855637.277115466
846074.2753735845
844868.091670735
868210.6650910402
877761.4286937662
836449.7267975229
850031.8761405689
850173.5378516471
844750.1724544897
825446.2406003127
852627.5101316848
834237.8872615262
806841.0562582093
794125.4780216952
804902.2898947153
790638.7145135717
818038.2793496085
821994.087369463
824767.3814202436
806081.3830828483
805104.748087273
801089.2576742212
776931.2149330291
771196.6685614021
762160.908377127
777724.1091655715
805966.3907253313
800329.2143237361
791832.9158093963
801916.6320903639
788161.2407181464
763379.6037113013
756841.523815514
750747.3069933185
715193.3889708502
721923.2051880836
740699.7656028671
737809.0119431193
748901.0274615666
768268.6433757374
740719.1235572869
737097.9600820688
732295.4840326116
744498.2147163554
727512.7179478608
738023.0751237
739299.0375549542
736511.5322550492
767389.5683700731
776633.5273790323
787316.5564017578
796675.6338996299
802893.1092810647
828643.4553727963
871752.9069479852
893153.5755253716
904958.6810549631
897519.5817134696
902566.1050592595
889957.617416921
901917.3862091958
849881.8796042149
862319.4674836167
873056.0469949404
886432.1529319306
916694.198787053
896033.30204054
917022.5464838333
935637.3671144267
954193.2760587186
972818.2611140821
984929.9447655882
993676.0241610717
964986.596982246
960662.7051382035
985314.8354107797
974055.5985769724
944322.3492948491
952467.8338079264
979030.5406255964
976332.5663004591
960405.6371202498
967081.0487115333
950337.5099515069
974606.8587003531
964065.6484912358
990161.3404749726
1010841.9131823775
969705.87053635
957234.2391333298
959595.998920811
931547.4096014164
929050.5815272618
910156.65936734
900773.9802110236
925048.7667177294
961969.2995867938
970917.2132940689
960812.5588064338
1028492.3618125974
1023968.819207069
1014248.3510441143
1013815.7428449905
1014154.1403574223
1006522.8450668674
992955.2693776281
965796.277159351
951831.4123641544
972853.0167165162
961225.9579160049
952531.4352957093
969135.2575978934
968203.162158662
976533.7456875533
988234.7708056705
991116.0886625027
986645.2243244584
973339.534716343
949464.2764255225
927059.6527828869
920393.9934795079
925398.4102357317
920266.0094444428
913092.3383629497
908890.7635294601
893304.8717660456
896592.5449182579
921927.8921948768
928626.1118810991
940193.0232421058
930548.0010149259
938475.1673219613
946778.3029516512
936887.5682300247
942731.0758128517
928975.2573097526
917400.6747397361
890115.2869085425
886282.1688722385
860768.4849939124
870547.3704323451
867653.4357089826
838322.19342839
874498.9505281468
893360.4047910181
891778.074457501
895929.4108660643
869244.9746024251
862962.5235756655
863422.5722995338
855675.3882408865
887020.0312408189
873638.0812160174
847096.7908252041
863455.2376059976
829910.9713257109
854243.9623346416
851145.4139027757
838958.8243961948
834082.3546268678
819988.547835829
833173.1018562453
834139.107370945
822702.39553929
820948.2971602243
790306.2349724575
785291.0087323702
799475.7739290708
783994.7732014377
766378.7865191189
733822.5193885246
726673.735800629
723950.466071925
718669.6698994323
727775.5004740164
768303.879696044
758588.2602389974
752746.6587312396
747973.955496336
750484.5868984602
720341.4575911626
742676.0059130365
738713.804957809
754955.7007239253
753072.8131587064
770962.2029950863
782914.6515374087
766533.5738381569
752266.830136487
754585.1649654227
750990.4407439132
745964.5051723185
704470.1691024972
712622.9721046925
716413.7529928002
726584.3316430553
736841.4378444062
710782.8754276012
707807.9376600642
705992.7713942294
716479.3874455771
712449.3975858127
740581.8050670449
733746.177783969
719895.6669467051
730504.6049544911
721028.2399710341
740063.2779615452
739063.8944151036
777885.3720880969
794239.4399169259
777942.000352147
782382.8480623825
784744.0031171362
774211.9078223102
795394.96261179
823158.0946162442
838483.4455854254
837041.2946167657
871367.6781789864
883065.4711513661
884890.2145267793
870025.9697588659
862598.303589431
888980.0936995776
882275.6052280811
887598.7450066718
884892.4422325959
885013.1198174722
874364.9301333127
833909.3564808966
839434.4505279484
838660.2214372895
827752.8301086199
855149.4826891014
854877.7059508333
856883.5879620359
851998.081355546
864642.3480970836
865300.368682889
873058.21243097
866897.9676007571
858208.8444454209
869913.3180669828
887268.9464173609
903194.6292868154
906522.0379371516
910531.1728359847
889230.1626783473
891377.1777391164
895796.8682233663
917865.1061955744
924516.4104495599
930937.8511289723
950830.1560190286
953636.1938434695
955532.0734464653
956787.5707248609
955009.5210842018
942739.7108082167
951930.4196302162
965406.3852638883
995931.2939743964
983039.1450885043
930457.2181607423
936606.7973387499
927156.2175587502
924131.7941100353
930550.8938437698
878238.5442033403
839700.0883219866
857561.7412160066
830858.5723374011
830890.068984521
809386.998011233
824632.5323590963
801068.6059997842
806402.9466116172
824965.020053019
818742.9747063746
797535.476870971
809871.471495462
811276.286189596
789921.2373342968
806150.9270631578
786836.7086409563
752972.2592467079
725234.091363454
733112.9621425184
738910.9340166864
745931.4884713704
747420.0421285458
744784.7042636633
742793.9612656593
731255.1020555913
722330.7838969061
721385.1399153592
767296.1529907482
795446.051074854
799524.3605167398
826497.7739421901
816166.9557253837
825244.2577602757
855537.0266338589
867462.8868805653
867579.9465867704
893026.8035573121
870383.6997150263
918770.9527127469
920115.4942881194
933377.4471870256
926415.7883828294
936073.5362110839
943450.7741929339
940722.6355757047
938857.9798875339
943726.7495142786
976008.0101190328
946258.9103767019
947601.7155321131
1006877.9949589305
951595.7814173966
950177.1692895542
954460.5855409577
958175.9762184402
974533.8061919312
978777.3911672429
1026219.2178980426
1023503.2004174114
1013946.4378199584
1029056.3841065172
1009244.3135934649
1004245.1987109624
1014429.7432492145
1015975.9471840252
1008471.8590550323
1005497.3952659579
1007130.5508515448
1013045.8734224
989011.749516745
982943.7038142723
990906.986174256
983508.5022050969
975844.0113193144
972229.9974209826
940542.0935882047
942612.3022826642
957885.2678943553
969508.662300702
975144.9965343532
1029210.8215738756
996249.5071773196
1020994.9170909756
993054.2663120127
983012.5138940847
952137.6350019949
959580.8639251399
955604.1196376579
982615.8643323965
969646.7552788776
969125.3247253145
981083.935809891
993770.2046980272
1012115.3562474276
1013744.7824747732
1039343.8501063575
1029315.1814744094
1032563.1545414103
1042884.3449592122
1053946.5965149908
1043301.5399919506
1071555.6997582922
1090211.527248014
1080161.656985296
1049333.7624715297
1092410.6198532635
1108143.422221155
1126034.387712104
1111770.7755584435
1111953.936723183
1112717.1897882507
1090884.0189823702
1104186.1695062362
1095353.7810972233
1070348.0843875224
1083676.0655203515
1105174.9090500404
1093155.4879342194
1085726.205156329
1097195.9132233341
1109626.4982740267
1102827.9491577381
1120775.6069769037
1144700.721694025
1157523.0878498852
1157078.9060714794
1172398.055611809
1192707.247679572
1177632.8506147093
1194587.2603334123
1216610.7597712623
1186197.042611937
1197897.6578142357
1223297.0166595634
1242459.301734765
1232166.9508611101
1227156.457708456
1255465.3207232726
1245463.7079740972
1237718.429466163
1236182.8284993912
1241388.6260047187
1194741.0725713058
1181823.6217786355
1203509.6686714147
1219078.695406826
1210734.0322362967
1218596.016513542
1219728.6708395942
1245361.3274372441
1266670.635114556
1263189.430824494
1247305.6889268158
1257351.5114226665
1279632.5095959618
1265809.2699411148
1239430.9501665258
1253808.2231858221
1263367.4443011815
1257938.4303775162
1267570.6791604417
1274976.5451344308
1270076.1142443207
1293684.5244141608
1318200.598494818
1319178.6487893402
1315911.3706906887
1333875.835624576
1325776.8003839613
1384476.892763747
1409187.0568797227
1432080.3191378366
1511285.624302402
1486062.6036838638
1536602.4310550997
1544586.2129838222
1570710.8073230225
1593116.3429261015
1525945.8505565668
1528784.689961601
1571682.508556368
1572287.3039094969
1613659.1916981798
1582328.9066995867
1626795.011504093
1631271.282472475
1631907.7588589664
1687350.471600314
1720488.1720081586
1727631.5362639294
1726254.4534073663
1681123.2091430407
1722524.9820923621
1738192.9094986268
1753000.8750257334
1660273.3693688973
1626840.5235585836
1662783.1807423746
1671211.4611966724
1686838.1878947543
1660367.626633697
1637359.5049020841
1682171.0674992308
1687163.0717214243
1717427.4330096478
1673754.3387695404
1682287.3132573003
1738428.680443586
1737958.356417208
1744571.566944728
1718215.9501580626
1744327.7443625422
1760680.7753779269
1773144.8537047533
1731150.9152485132
1761524.757250441
1735803.068083942
1723445.1618816126
1706577.8670520869
1666226.4714058272
1725139.8340510356
1695372.3263799811
1627041.930361066
1602450.7063841252
1548345.9352445174
1608403.670736492
1574436.5629291749
1516560.5057464943
1544398.799818212
1466185.7699647045
1496417.4548966365
1447632.9295146766
1457269.8282329012
1447223.5947974243
1437329.7746648774
1485984.5216912748
1522688.5842597524
1515533.4831256487
1527471.8705869466
1574300.3850253765
1648432.3977608474
1625994.571096718
1646939.2669723455
1644634.4455377737
1642311.0874196156
1693125.8504127052
1708019.3531847924
1723796.6186882264
1734698.8215099443
1798156.3210809662
1804450.2694809367
1820273.3425548899
1831436.7897419652
1850598.2383742644
